season,Unnamed: 0,movie,studio,gross,release,time
Q4 1992,259,The Prince of Tides,Columbia Pictures,74787599.0,1992-12-27,1992-12-31
Q4 1992,264,JFK,Warner Bros.,70405498.0,1992-12-20,1992-12-31
Q4 1992,270,Scent of a Woman,Universal Pictures,63095253.0,1992-12-23,1992-12-31
Q4 1992,262,The Crying Game,Miramax,62548947.0,1992-11-27,1992-12-31
Q2 1992,241,Far and Away,Universal Pictures,58883840.0,1992-05-22,1992-06-30
Q3 1992,261,"Honey, I Blew Up the Kid",Walt Disney Studios Motion Pictures,58662452.0,1992-07-17,1992-09-30
Q2 1992,267,HouseSitter,Universal Pictures,58500635.0,1992-06-12,1992-06-30
Q2 1992,255,Beethoven,Universal Pictures,57114049.0,1992-04-03,1992-06-30
Q4 1992,247,Forever Young,Warner Bros.,55956187.0,1992-12-18,1992-12-31
Q2 1992,242,Alien³,Twentieth Century Fox,55473545.0,1992-05-22,1992-06-30
Q4 1992,244,Malcolm X,Warner Bros.,48169910.0,1992-11-20,1992-12-31
Q2 1993,323,Jurassic Park,Universal Pictures,357067947.0,1993-06-11,1993-06-30
Q4 1993,325,Mrs. Doubtfire,Twentieth Century Fox,219195243.0,1993-11-24,1993-12-31
Q3 1993,324,The Fugitive,Warner Bros.,183403565.0,1993-08-06,1993-09-30
Q4 1993,328,A Few Good Men,Columbia Pictures,141340178.0,1993-12-11,1993-12-31
Q4 1993,357,The Bodyguard,Warner Bros.,121945720.0,1993-11-25,1993-12-31
Q3 1993,326,In the Line of Fire,Columbia Pictures,102314823.0,1993-07-09,1993-09-30
Q3 1993,339,Unforgiven,Warner Bros.,101157447.0,1993-08-07,1993-09-30
Q4 1993,333,The Pelican Brief,Warner Bros.,100768056.0,1993-12-17,1993-12-31
Q4 1993,352,Schindler's List,Universal Pictures,96065768.0,1993-12-15,1993-12-31
Q3 1993,350,Free Willy,Warner Bros.,77698625.0,1993-07-16,1993-09-30
Q1 1993,329,Groundhog Day,Columbia Pictures,70906973.0,1993-02-12,1993-03-31
Q4 1993,346,Grumpy Old Men,Warner Bros.,70172621.0,1993-12-25,1993-12-31
Q4 1993,332,Cool Runnings,Walt Disney Studios Motion Pictures,68856263.0,1993-10-01,1993-12-31
Q4 1993,330,Scent of a Woman,Universal Pictures,63095253.0,1993-12-23,1993-12-31
Q4 1993,337,Sister Act 2: Back in the Habit,Walt Disney Studios Motion Pictures,57319029.0,1993-12-10,1993-12-31
Q4 1993,343,Tombstone,Walt Disney Studios Motion Pictures,56505065.0,1993-12-24,1993-12-31
Q4 1993,334,The Three Musketeers,Walt Disney Studios Motion Pictures,53898845.0,1993-11-12,1993-12-31
Q3 1993,353,Rookie of the Year,Twentieth Century Fox,53615089.0,1993-07-09,1993-09-30
Q4 1993,340,Beethoven's 2nd,Universal Pictures,53443066.0,1993-12-17,1993-12-31
Q2 1993,331,Last Action Hero,Columbia Pictures,50016394.0,1993-06-18,1993-06-30
Q2 1994,426,Jurassic Park,Universal Pictures,357067947.0,1994-06-11,1994-06-30
Q3 1994,450,The Fugitive,Warner Bros.,183403565.0,1994-08-06,1994-09-30
Q4 1994,411,The Santa Clause,Walt Disney Studios Motion Pictures,144833357.0,1994-11-11,1994-12-31
Q2 1994,410,The Flintstones,Universal Pictures,130531208.0,1994-05-27,1994-06-30
Q4 1994,417,Dumb and Dumber,New Line Cinema,127175374.0,1994-12-16,1994-12-31
Q2 1994,438,Speed,Twentieth Century Fox,121248145.0,1994-06-10,1994-06-30
Q3 1994,439,The Mask,New Line Cinema,119938730.0,1994-07-29,1994-09-30
Q4 1994,415,Pulp Fiction,Miramax,107928762.0,1994-10-14,1994-12-31
Q4 1994,412,Interview with the Vampire: The Vampire Chronicles,Warner Bros.,105264608.0,1994-11-11,1994-12-31
Q2 1994,437,Maverick,Warner Bros.,101631272.0,1994-05-20,1994-06-30
Q4 1994,458,The Pelican Brief,Warner Bros.,100768056.0,1994-12-17,1994-12-31
Q4 1994,413,Schindler's List,Universal Pictures,96065768.0,1994-12-15,1994-12-31
Q3 1994,461,The Client,Warner Bros.,92115211.0,1994-07-22,1994-09-30
Q4 1994,420,Disclosure,Warner Bros.,83015089.0,1994-12-09,1994-12-31
Q4 1994,414,Star Trek Generations,Paramount Pictures,75671125.0,1994-11-18,1994-12-31
Q1 1994,456,Ace Ventura: Pet Detective,Warner Bros.,72217396.0,1994-02-04,1994-03-31
Q4 1994,486,Legends of the Fall,Sony Pictures Releasing,66638883.0,1994-12-23,1994-12-31
Q4 1994,441,Beethoven's 2nd,Universal Pictures,53443066.0,1994-12-17,1994-12-31
Q1 1994,418,Four Weddings and a Funeral,Gramercy Pictures (I),52700832.0,1994-03-11,1994-03-31
Q3 1994,446,The Little Rascals,Universal Pictures,52125282.0,1994-08-05,1994-09-30
Q3 1995,539,Forrest Gump,Paramount Pictures,329694499.0,1995-07-06,1995-09-30
Q2 1995,532,The Lion King,Walt Disney Studios Motion Pictures,312855561.0,1995-06-15,1995-06-30
Q4 1995,520,Toy Story,Walt Disney Studios Motion Pictures,191796233.0,1995-11-22,1995-12-31
Q2 1995,518,Batman Forever,Warner Bros.,184031112.0,1995-06-16,1995-06-30
Q2 1995,519,Apollo 13,Universal Pictures,172071312.0,1995-06-30,1995-06-30
Q2 1995,558,Pocahontas,Walt Disney Studios Motion Pictures,141579773.0,1995-06-16,1995-06-30
Q4 1995,521,Ace Ventura: When Nature Calls,Warner Bros.,108385533.0,1995-11-10,1995-12-31
Q4 1995,523,GoldenEye,Metro-Goldwyn-Mayer (MGM),106429941.0,1995-11-17,1995-12-31
Q4 1995,527,Jumanji,Sony Pictures Releasing,100475249.0,1995-12-15,1995-12-31
Q2 1995,522,Casper,Universal Pictures,100328194.0,1995-05-26,1995-06-30
Q3 1995,524,Se7en,New Line Cinema,100125643.0,1995-09-22,1995-09-30
Q4 1995,621,Mr. Holland's Opus,Walt Disney Studios Motion Pictures,82569971.0,1995-12-29,1995-12-31
Q2 1995,555,While You Were Sleeping,Walt Disney Studios Motion Pictures,81057016.0,1995-04-21,1995-06-30
Q4 1995,528,Father of the Bride Part II,Walt Disney Studios Motion Pictures,76594107.0,1995-12-08,1995-12-31
Q4 1995,538,Grumpier Old Men,Warner Bros.,71518503.0,1995-12-22,1995-12-31
Q4 1995,533,Heat,Warner Bros.,67436818.0,1995-12-15,1995-12-31
Q4 1995,534,Waiting to Exhale,Twentieth Century Fox,67052156.0,1995-12-22,1995-12-31
Q2 1995,526,Braveheart,Paramount Pictures,67047523.0,1995-05-24,1995-06-30
Q2 1995,525,Bad Boys,Sony Pictures Releasing,65807024.0,1995-04-07,1995-06-30
Q3 1995,530,Babe,Universal Pictures,63658910.0,1995-08-04,1995-09-30
Q3 1996,625,Independence Day,Twentieth Century Fox,306169268.0,1996-07-03,1996-09-30
Q2 1996,630,Twister,Warner Bros.,241721524.0,1996-05-10,1996-06-30
Q4 1996,639,Toy Story,Walt Disney Studios Motion Pictures,191796233.0,1996-11-22,1996-12-31
Q2 1996,626,Mission: Impossible,Paramount Pictures,180981856.0,1996-05-22,1996-06-30
Q4 1996,634,Jerry Maguire,Sony Pictures Releasing,153952592.0,1996-12-13,1996-12-31
Q4 1996,629,Ransom,Walt Disney Studios Motion Pictures,136492681.0,1996-11-08,1996-12-31
Q4 1996,631,101 Dalmatians,Walt Disney Studios Motion Pictures,136189294.0,1996-11-27,1996-12-31
Q2 1996,628,The Rock,Walt Disney Studios Motion Pictures,134069511.0,1996-06-07,1996-06-30
Q2 1996,627,The Nutty Professor,Universal Pictures,128814019.0,1996-06-28,1996-06-30
Q4 1996,669,Ace Ventura: When Nature Calls,Warner Bros.,108385533.0,1996-11-10,1996-12-31
Q4 1996,660,GoldenEye,Metro-Goldwyn-Mayer (MGM),106429941.0,1996-11-17,1996-12-31
Q4 1996,647,Scream,Dimension Films,103046663.0,1996-12-20,1996-12-31
Q3 1996,658,Se7en,New Line Cinema,100125643.0,1996-09-22,1996-09-30
Q4 1996,643,Michael,New Line Cinema,95318203.0,1996-12-25,1996-12-31
Q4 1996,632,Star Trek: First Contact,Paramount Pictures,92027888.0,1996-11-22,1996-12-31
Q4 1996,633,Space Jam,Warner Bros.,90418342.0,1996-11-15,1996-12-31
Q4 1996,646,The English Patient,Miramax,78676425.0,1996-11-15,1996-12-31
Q4 1996,666,Waiting to Exhale,Twentieth Century Fox,67052156.0,1996-12-22,1996-12-31
Q2 1996,659,Braveheart,Paramount Pictures,67047523.0,1996-05-24,1996-06-30
Q3 1996,661,Babe,Universal Pictures,63658910.0,1996-08-04,1996-09-30
Q4 1997,743,Titanic,Paramount Pictures,600788188.0,1997-12-19,1997-12-31
Q3 1997,854,Independence Day,Twentieth Century Fox,306169268.0,1997-07-03,1997-09-30
Q3 1997,739,Men in Black,Sony Pictures Releasing,250690539.0,1997-07-02,1997-09-30
Q2 1997,740,The Lost World: Jurassic Park,Universal Pictures,229086679.0,1997-05-23,1997-06-30
Q1 1997,741,Liar Liar,Universal Pictures,181410615.0,1997-03-21,1997-03-31
Q3 1997,742,Air Force One,Sony Pictures Releasing,172956409.0,1997-07-25,1997-09-30
Q4 1997,746,Jerry Maguire,Sony Pictures Releasing,153952592.0,1997-12-13,1997-12-31
Q4 1997,763,As Good as It Gets,Sony Pictures Releasing,148478011.0,1997-12-23,1997-12-31
Q1 1997,751,Star Wars: Episode IV - A New Hope1997 Special Edition,Twentieth Century Fox,138257865.0,1997-01-31,1997-03-31
Q4 1997,784,Ransom,Walt Disney Studios Motion Pictures,136492681.0,1997-11-08,1997-12-31
Q4 1997,789,101 Dalmatians,Walt Disney Studios Motion Pictures,136189294.0,1997-11-27,1997-12-31
Q4 1997,748,Tomorrow Never Dies,Metro-Goldwyn-Mayer (MGM),125304276.0,1997-12-19,1997-12-31
Q2 1997,744,Batman & Robin,Warner Bros.,107325195.0,1997-06-20,1997-06-30
Q4 1997,776,Scream,Dimension Films,103046663.0,1997-12-20,1997-12-31
Q4 1997,749,Scream 2,Dimension Films,101363301.0,1997-12-12,1997-12-31
Q2 1997,745,Con Air,Walt Disney Studios Motion Pictures,101117573.0,1997-06-06,1997-06-30
Q2 1997,778,Hercules,Walt Disney Studios Motion Pictures,99112101.0,1997-06-15,1997-06-30
Q4 1997,747,Flubber,Walt Disney Studios Motion Pictures,92977226.0,1997-11-26,1997-12-31
Q4 1997,787,Space Jam,Warner Bros.,90418342.0,1997-11-15,1997-12-31
Q2 1997,781,Anaconda,Sony Pictures Releasing,65885767.0,1997-04-11,1997-06-30
Q4 1998,861,Titanic,Paramount Pictures,600788188.0,1998-12-19,1998-12-31
Q3 1998,863,Saving Private Ryan,DreamWorks Distribution,216540909.0,1998-07-24,1998-09-30
Q3 1998,862,Armageddon,Walt Disney Studios Motion Pictures,201578182.0,1998-07-01,1998-09-30
Q3 1998,935,Air Force One,Sony Pictures Releasing,172956409.0,1998-07-25,1998-09-30
Q4 1998,866,A Bug's Life,Walt Disney Studios Motion Pictures,157505918.0,1998-11-20,1998-12-31
Q4 1998,867,As Good as It Gets,Sony Pictures Releasing,148478011.0,1998-12-23,1998-12-31
Q2 1998,903,Doctor Dolittle,Twentieth Century Fox,144156605.0,1998-06-26,1998-06-30
Q2 1998,864,Deep Impact,Paramount Pictures,140464664.0,1998-05-08,1998-06-30
Q2 1998,865,Godzilla,Sony Pictures Releasing,136314294.0,1998-05-20,1998-06-30
Q4 1998,877,Patch Adams,Universal Pictures,135026902.0,1998-12-25,1998-12-31
Q3 1998,916,Lethal Weapon 4,Warner Bros.,130444603.0,1998-07-10,1998-09-30
Q4 1998,905,Tomorrow Never Dies,Metro-Goldwyn-Mayer (MGM),125304276.0,1998-12-19,1998-12-31
Q2 1998,911,Mulan,Walt Disney Studios Motion Pictures,120620254.0,1998-06-19,1998-06-30
Q4 1998,872,You've Got Mail,Warner Bros.,115821495.0,1998-12-18,1998-12-31
Q4 1998,868,Enemy of the State,Walt Disney Studios Motion Pictures,111549836.0,1998-11-20,1998-12-31
Q4 1998,874,The Prince of Egypt,DreamWorks Distribution,101413188.0,1998-12-18,1998-12-31
Q4 1998,907,Scream 2,Dimension Films,101363301.0,1998-12-12,1998-12-31
Q4 1998,870,The Rugrats Movie,Paramount Pictures,100494675.0,1998-11-20,1998-12-31
Q4 1998,883,Stepmom,Sony Pictures Releasing,91137662.0,1998-12-25,1998-12-31
Q4 1998,869,Antz,DreamWorks Distribution,90757863.0,1998-10-02,1998-12-31
Q2 1999,1019,Star Wars: Episode I - The Phantom Menace,Twentieth Century Fox,431088295.0,1999-05-19,1999-06-30
Q3 1999,1020,The Sixth Sense,Walt Disney Studios Motion Pictures,293506292.0,1999-08-06,1999-09-30
Q4 1999,1021,Toy Story 2,Walt Disney Studios Motion Pictures,242947795.0,1999-11-19,1999-12-31
Q3 1999,1070,Saving Private Ryan,DreamWorks Distribution,216540909.0,1999-07-24,1999-09-30
Q2 1999,1077,Austin Powers: The Spy Who Shagged Me,New Line Cinema,206040086.0,1999-06-11,1999-06-30
Q3 1999,1131,There's Something About Mary,Twentieth Century Fox,176484651.0,1999-07-15,1999-09-30
Q1 1999,1022,The Matrix,Warner Bros.,171479930.0,1999-03-31,1999-03-31
Q2 1999,1023,Big Daddy,Sony Pictures Releasing,163479795.0,1999-06-25,1999-06-30
Q4 1999,1067,A Bug's Life,Walt Disney Studios Motion Pictures,157505918.0,1999-11-20,1999-12-31
Q2 1999,1024,The Mummy,Universal Pictures,155385488.0,1999-05-07,1999-06-30
Q3 1999,1025,Runaway Bride,Paramount Pictures,152257509.0,1999-07-30,1999-09-30
Q3 1999,1113,Rush Hour,New Line Cinema,141186864.0,1999-09-18,1999-09-30
Q3 1999,1144,The Blair Witch Project,Artisan Entertainment,140539099.0,1999-07-16,1999-09-30
Q4 1999,1039,Stuart Little,Sony Pictures Releasing,140035367.0,1999-12-17,1999-12-31
Q4 1999,1041,The Green Mile,Warner Bros.,136801374.0,1999-12-10,1999-12-31
Q4 1999,1032,Patch Adams,Universal Pictures,135026902.0,1999-12-25,1999-12-31
Q3 1999,1035,American Beauty,DreamWorks Distribution,130096601.0,1999-09-15,1999-09-30
Q4 1999,1052,The World is Not Enough,Metro-Goldwyn-Mayer (MGM),126943684.0,1999-11-19,1999-12-31
Q3 1999,1028,Double Jeopardy,Paramount Pictures,116741558.0,1999-09-24,1999-09-30
Q2 1999,1026,Notting Hill,Universal Pictures,116089678.0,1999-05-28,1999-06-30
Q2 2000,1470,Star Wars: Episode I - The Phantom Menace,Twentieth Century Fox,431088295.0,2000-05-19,2000-06-30
Q3 2000,1398,The Sixth Sense,Walt Disney Studios Motion Pictures,293506292.0,2000-08-06,2000-09-30
Q4 2000,1314,How the Grinch Stole Christmas,Universal Pictures,260044825.0,2000-11-17,2000-12-31
Q4 2000,1359,Toy Story 2,Walt Disney Studios Motion Pictures,242947795.0,2000-11-19,2000-12-31
Q4 2000,1331,Cast Away,Twentieth Century Fox,233632142.0,2000-12-22,2000-12-31
Q2 2000,1315,Mission: Impossible II,Paramount Pictures,215409889.0,2000-05-24,2000-06-30
Q2 2000,1316,Gladiator,DreamWorks Distribution,187705427.0,2000-05-05,2000-06-30
Q4 2000,1327,What Women Want,Paramount Pictures,182811707.0,2000-12-15,2000-12-31
Q2 2000,1317,The Perfect Storm,Warner Bros.,182618434.0,2000-06-30,2000-06-30
Q2 2000,1526,Tarzan,Walt Disney Studios Motion Pictures,171091819.0,2000-06-16,2000-06-30
Q4 2000,1318,Meet the Parents,Universal Pictures,166244045.0,2000-10-06,2000-12-31
Q3 2000,1319,X-Men,Twentieth Century Fox,157299718.0,2000-07-14,2000-09-30
Q3 2000,1321,Scary Movie,Miramax,157019771.0,2000-07-07,2000-09-30
Q3 2000,1320,What Lies Beneath,DreamWorks Distribution,155464351.0,2000-07-21,2000-09-30
Q3 2000,1451,Runaway Bride,Paramount Pictures,152257509.0,2000-07-30,2000-09-30
Q4 2000,1341,Stuart Little,Sony Pictures Releasing,140035367.0,2000-12-17,2000-12-31
Q2 2000,1440,Dinosaur,Walt Disney Studios Motion Pictures,137748063.0,2000-05-19,2000-06-30
Q4 2000,1342,The Green Mile,Warner Bros.,136801374.0,2000-12-10,2000-12-31
Q3 2000,1347,American Beauty,DreamWorks Distribution,130096601.0,2000-09-15,2000-09-30
Q4 2000,1416,"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,128078872.0,2000-12-08,2000-12-31
Q4 2001,1617,Harry Potter and the Sorcerer's Stone,Warner Bros.,317575550.0,2001-11-16,2001-12-31
Q4 2001,1624,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,313364114.0,2001-12-19,2001-12-31
Q2 2001,1618,Shrek,DreamWorks Distribution,267665011.0,2001-05-16,2001-06-30
Q4 2001,1710,How the Grinch Stole Christmas,Universal Pictures,260044825.0,2001-11-17,2001-12-31
Q4 2001,1619,"Monsters, Inc.",Walt Disney Studios Motion Pictures,255284677.0,2001-11-02,2001-12-31
Q4 2001,1703,Cast Away,Twentieth Century Fox,233632142.0,2001-12-22,2001-12-31
Q3 2001,1620,Rush Hour 2,New Line Cinema,226164286.0,2001-08-03,2001-09-30
Q2 2001,1621,The Mummy Returns,Universal Pictures,202019785.0,2001-05-04,2001-06-30
Q2 2001,1622,Pearl Harbor,Walt Disney Studios Motion Pictures,198542554.0,2001-05-25,2001-06-30
Q2 2001,1762,Gladiator,DreamWorks Distribution,187705427.0,2001-05-05,2001-06-30
Q4 2001,1628,Ocean's Eleven,Warner Bros.,183417150.0,2001-12-07,2001-12-31
Q4 2001,1637,What Women Want,Paramount Pictures,182811707.0,2001-12-15,2001-12-31
Q3 2001,1623,Jurassic Park III,Universal Pictures,181171875.0,2001-07-18,2001-09-30
Q3 2001,1625,Planet of the Apes,Twentieth Century Fox,180011740.0,2001-07-27,2001-09-30
Q4 2001,1691,A Beautiful Mind,Universal Pictures,170742341.0,2001-12-21,2001-12-31
Q4 2001,1733,Meet the Parents,Universal Pictures,166244045.0,2001-10-06,2001-12-31
Q1 2001,1644,Hannibal,Metro-Goldwyn-Mayer (MGM),165092268.0,2001-02-09,2001-03-31
Q3 2001,1842,What Lies Beneath,DreamWorks Distribution,155464351.0,2001-07-21,2001-09-30
Q3 2001,1626,American Pie 2,Universal Pictures,145103595.0,2001-08-10,2001-09-30
Q2 2001,1627,The Fast and the Furious,Universal Pictures,144533925.0,2001-06-22,2001-06-30
Q2 2002,1898,Spider-Man,Sony Pictures Releasing,403706375.0,2002-05-03,2002-06-30
Q4 2002,1902,The Lord of the Rings: The Two Towers,New Line Cinema,339785181.0,2002-12-18,2002-12-31
Q4 2002,1993,Harry Potter and the Sorcerer's Stone,Warner Bros.,317575550.0,2002-11-16,2002-12-31
Q4 2002,1908,The Lord of the Rings: The Fellowship of the Ring,New Line Cinema,313364114.0,2002-12-19,2002-12-31
Q2 2002,1899,Star Wars: Episode II - Attack of the Clones,Twentieth Century Fox,302191252.0,2002-05-16,2002-06-30
Q4 2002,1900,Harry Potter and the Chamber of Secrets,Warner Bros.,261988482.0,2002-11-15,2002-12-31
Q4 2002,2007,"Monsters, Inc.",Walt Disney Studios Motion Pictures,255284677.0,2002-11-02,2002-12-31
Q2 2002,1948,My Big Fat Greek Wedding,IFC Films,240742368.0,2002-04-19,2002-06-30
Q3 2002,1901,Signs,Walt Disney Studios Motion Pictures,227647707.0,2002-08-02,2002-09-30
Q3 2002,1903,Austin Powers in Goldmember,New Line Cinema,213307889.0,2002-07-26,2002-09-30
Q3 2002,1904,Men in Black II,Sony Pictures Releasing,190418803.0,2002-07-03,2002-09-30
Q4 2002,1943,Ocean's Eleven,Warner Bros.,183417150.0,2002-12-07,2002-12-31
Q3 2002,2010,Planet of the Apes,Twentieth Century Fox,180011740.0,2002-07-27,2002-09-30
Q1 2002,1905,Ice Age,Twentieth Century Fox,176387405.0,2002-03-15,2002-03-31
Q4 2002,1906,A Beautiful Mind,Universal Pictures,170742341.0,2002-12-21,2002-12-31
Q4 2002,2074,Chicago,Miramax,169508422.0,2002-12-27,2002-12-31
Q4 2002,1936,Catch Me If You Can,DreamWorks Distribution,164529436.0,2002-12-25,2002-12-31
Q4 2002,1909,Die Another Day,Metro-Goldwyn-Mayer (MGM),160942139.0,2002-11-22,2002-12-31
Q2 2002,1907,Scooby-Doo,Warner Bros.,153294164.0,2002-06-14,2002-06-30
Q2 2002,1910,Lilo & Stitch,Walt Disney Studios Motion Pictures,145794338.0,2002-06-21,2002-06-30
Q4 2003,2352,The Lord of the Rings: The Return of the King,New Line Cinema,377027325.0,2003-12-17,2003-12-31
Q4 2003,2362,The Lord of the Rings: The Two Towers,New Line Cinema,339785181.0,2003-12-18,2003-12-31
Q2 2003,2349,Finding Nemo,Walt Disney Studios Motion Pictures,339714978.0,2003-05-30,2003-06-30
Q3 2003,2350,Pirates of the Caribbean: The Curse of the Black Pearl,Walt Disney Studios Motion Pictures,305413918.0,2003-07-09,2003-09-30
Q2 2003,2351,The Matrix Reloaded,Warner Bros.,281576461.0,2003-05-15,2003-06-30
Q4 2003,2450,Harry Potter and the Chamber of Secrets,Warner Bros.,261988482.0,2003-11-15,2003-12-31
